Date,home_team,away_team,home_score,away_score,elo_home,elo_away,elo_diff,home_form_wins,home_form_draws,home_form_losses,home_form_gf,home_form_ga,home_form_gd,away_form_wins,away_form_draws,away_form_losses,away_form_gf,away_form_ga,away_form_gd,outcome
2022-11-28,Cameroon,Serbia,3,3,1381.6753816829237,1473.6549523558833,-91.97957067295965,0,0,5,2,12,-10,1,0,4,3,8,-5,0
2022-11-29,Netherlands,Qatar,2,0,1759.595630260322,1455.720059597476,303.87557066284603,2,3,0,6,1,5,0,0,2,1,5,-4,1
2022-11-29,Ecuador,Senegal,1,2,1551.9892773866268,1532.8178533286514,19.1714240579754,2,2,1,6,4,2,2,1,2,7,7,0,-1
2022-11-29,Wales,England,0,3,1476.4230835605622,1600.8773361757176,-124.45425261515538,1,2,2,3,5,-2,2,1,2,9,6,3,-1
2022-11-29,Iran,USA,0,1,1423.4613609057496,1431.06941437589,-7.6080534701402485,2,1,2,6,8,-2,0,3,2,4,6,-2,-1
2022-11-30,Poland,Argentina,0,2,1501.1164465828524,1642.5857980581104,-141.469351475258,2,1,2,4,5,-1,2,0,3,8,10,-2,-1
2022-11-30,Saudi Arabia,Mexico,1,2,1373.6881347269625,1509.935683769296,-136.2475490423335,2,0,3,4,10,-6,1,1,3,2,8,-6,-1
2022-11-30,Tunisia,France,1,0,1396.1413537319534,1745.9254779879923,-349.7841242560389,1,1,3,5,9,-4,5,0,0,13,4,9,1
2022-11-30,Australia,Denmark,1,0,1422.4317152207534,1538.1495749522653,-115.71785973151191,1,1,3,4,9,-5,0,4,1,3,4,-1,1
2022-12-01,Japan,Spain,2,1,1457.6942083137371,1653.1810490108858,-195.48684069714864,1,1,3,6,8,-2,2,3,0,12,4,8,1
2022-12-01,Costa Rica,Germany,2,4,1482.7032684442702,1721.309240999308,-238.60597255503785,1,1,3,3,12,-9,1,1,3,4,7,-3,-1
2022-12-01,Croatia,Belgium,0,0,1607.9985729986302,1604.1495925721397,3.8489804264904706,2,2,1,10,8,2,3,0,2,5,4,1,0
2022-12-01,Canada,Morocco,1,2,1424.6152467301924,1493.3957182667361,-68.7804715365437,0,0,5,1,10,-9,1,2,2,4,4,0,-1
2022-12-02,Serbia,Switzerland,2,3,1469.5153966619819,1501.900438780169,-32.38504211818713,1,1,3,5,9,-4,2,1,2,5,5,0,-1
2022-12-02,Cameroon,Brazil,1,0,1385.8149373768251,1749.4918697384999,-363.67693236167474,0,1,4,4,13,-9,4,0,1,8,2,6,1
2022-12-02,Ghana,Uruguay,0,2,1505.1892444152545,1522.8454653869082,-17.656220971653738,1,1,3,9,11,-2,2,1,2,5,5,0,-1
2022-12-02,South Korea,Portugal,2,1,1412.46356624795,1606.372638853689,-193.90907260573908,1,1,3,5,6,-1,3,1,1,8,5,3,1
2022-12-03,Netherlands,USA,3,1,1766.7064473215937,1446.7191065561026,319.9873407654911,3,2,0,8,1,7,1,2,2,3,4,-1,1
2022-12-03,Argentina,Australia,2,1,1657.3199518051597,1443.572037212771,213.74791459238872,3,0,2,10,7,3,2,1,2,4,7,-3,1
2022-12-04,England,Senegal,3,0,1619.255563621971,1549.6998350597491,69.55572856222193,2,1,2,10,6,4,2,1,2,7,7,0,1
2022-12-04,France,Poland,3,1,1717.6947828254981,1486.3822928358031,231.312489989695,4,0,1,11,5,6,2,1,2,3,5,-2,1
2022-12-05,Brazil,South Korea,4,1,1721.003258738105,1436.5688083529378,284.4344503851671,3,0,2,6,3,3,2,1,2,7,6,1,1
2022-12-05,Japan,Croatia,1,1,1481.8533391914625,1607.82132815046,-125.96798895899747,2,0,3,6,7,-1,2,2,1,8,6,2,0
2022-12-06,Portugal,Switzerland,6,1,1582.2673967487012,1516.4133567762785,65.8540399724227,2,1,2,8,7,1,2,1,2,6,6,0,1
2022-12-06,Morocco,Spain,0,0,1506.269000142605,1629.0219181331604,-122.75291799055549,2,2,1,6,4,2,1,3,1,12,6,6,0
2022-12-09,Netherlands,Argentina,2,2,1773.2735910523008,1664.5553387261834,108.71825232611741,4,1,0,11,2,9,3,0,2,10,7,3,0
2022-12-09,Croatia,Brazil,1,1,1602.2617862744,1730.1216175988645,-127.8598313244645,1,3,1,7,6,1,3,0,2,8,4,4,0
2022-12-10,England,France,1,2,1641.7237408427786,1727.7221968884032,-85.99845604562461,3,1,1,12,4,8,4,0,1,13,6,7,-1
2022-12-10,Morocco,Portugal,1,0,1511.697942489276,1607.623467195326,-95.92552470604983,2,3,0,6,3,3,3,0,2,13,7,6,1
2022-12-13,Argentina,Croatia,3,0,1669.404743848963,1607.8977864334097,61.506957415553416,3,1,1,9,5,4,1,4,0,6,3,3,1
2022-12-14,France,Morocco,2,0,1739.8407686658345,1532.0065483895678,207.8342202762667,4,0,1,11,5,6,3,2,0,5,1,4,1
2022-12-17,Croatia,Morocco,2,1,1584.8035196389822,1520.864882088982,63.93863755000007,1,3,1,6,6,0,3,1,1,5,3,2,1
2022-12-18,Argentina,France,3,3,1692.4990106433906,1750.9824349664202,-58.48342432302957,4,1,0,11,3,8,4,0,1,9,4,5,0
